Name,Text
(GYM)WOD #5,"(GYM)WOD #5
by Heather Black
100 double unders
30 dumbbell thrusters
10 burpees
100 double unders
20 dumbbell thrusters
20 burpees
100 double unders
10 dumbbell thrusters
30 burpees"
BALTIMORE CITY FD TRIO,"BALTIMORE CITY FD TRIO
VETWOD Hero WOD
For Time
1 mile Fast Ruck (60/40 lb)
24 Ground-to-Overheads (60/40 lb)
22 Push-Ups

1 mile Fast Ruck (60/40 lb)
24 Get-Ups (60/40 lb)
22 Push-Ups

1 mile Fast Ruck (60/40 lb)
22 Overhead Lunges (60/40 lb)
22 Push-Ups"
BREAKING THE LOCKDOWN CHALLENGE,"BREAKING THE LOCKDOWN CHALLENGE
by David Scharff
In teams of 6
1000 burpees.
10000m row
1000 cal bike.
10000m ski
1000 sandbag over shoulder 150/100
10000m run
1000 wall ball shots
10000m row
500 pull ups
10000m ski
500 push ups
10000m run
500 toes to bar
1000 cal bike
500m rope climbs
Cap: 12 hours"
TWINS,"TWINS
CrossFit Benchmark WOD
For Time
2 Rounds of:
750 meter Row
20 Handstand Push-Ups
Then, 2 Rounds of:
20 Thrusters (115/75 lb)
20 L-Pull-Ups"
MICHAEL BRENNAN,"MICHAEL BRENNAN
555 Fitness Hero WOD
5-10-15-20 Reps for Time
Burpee Pull-Ups
Wall Ball Shots (20/14 lb)
Power Snatches (135/95 lb)"
CORPORAL IAN PLANK,"CORPORAL IAN PLANK
CrossFit Cardiff Hero WOD
31-10-3 Reps for Time
Power Snatches (80/55 kg)
Bar Muscle-Ups"
PAINSTORM V,"PAINSTORM V
Classic Benchmark WOD
For Time
15 Bear Complexes (45/35 kg)*
30 Pull-Ups
60 Push-Ups
400 meter Run
Every 45 seconds, starting at 0:00, perform:
45 second Dumbbell Hold (2x25/15 kg)
*1 Bear Complex consists of: 1 Power Clean, 1 Front Squat, 1 Push Press, 1 Back Squat, and 1 Push Press"
HEARTBREAK KID,"HEARTBREAK KID
by Ben Bergeron
3 Rounds for Time
10 Front Squats (185/135 lb)
20 Chest-to-Bar Pull-Ups
50 Double-Unders"
BOOGIE MAN,"BOOGIE MAN
by Jeff McBride
AMRAP 20
- 8 Toes To Bar
- 8 DB Box Step Overs
- 8 Renegade Rows"
ONE ZONE HOME WOD 48,"ONE ZONE HOME WOD 48
CrossFit One Zone Home WOD
For Time
3 No Push-Up Burpees
3 Wall Planks
300 meter Run

6 No Push-Up Burpees
6 Wall Planks
300 meter Run

9 No Push-Up Burpees
9 Wall Planks
300 meter Run

12 No Push-Up Burpees
12 Wall Planks
300 meter Run

15 No Push-Up Burpees
15 Wall Planks
300 meter Run

Time Cap: 16 minutes"
LANCE CORPORAL ROBERT MARTIN RICHARDS,"LANCE CORPORAL ROBERT MARTIN RICHARDS
CrossFit Cardiff Hero WOD
Two AMRAPs (in teams of 4) in 36 minutes
AMRAP in 4 minutes each of:
Toes-to-Bars
Push Presses (35/25 kg)
Double-Unders
Sumo Deadlift High-Pulls (35/25 kg)
Rest 4 minutes
Finally, AMRAP in 4 minutes each of:
Sumo Deadlift High-Pulls (35/25 kg)
Double-Unders
Push Presses (35/25 kg)
Toes-to-Bars"
JYD,"JYD
by Luke Downing
AMRAP in 10 minutes
2 Dual Kettlebell Thrusters (2x24/16 kg)
5 meter Bear Crawl Forward
5 meter Bear Crawl Backwards
4 Dual Kettlebell Thrusters (2x24/16 kg)
5 meter Bear Crawl Forward
5 meter Bear Crawl Backwards
Continue with this pattern, adding 2 Thrusters each round."
LIVING ROOM MASH 98,"LIVING ROOM MASH 98
Home WOD by WOD Roulette
50-40-30-20-10 Reps for Time
Chair Dips
Goblet Squats (pick load & object)"
BAKER,"BAKER
Hyrox Workout of the Week
For Time (with a Partner)
1,000 meter Run / Burpee Broad Jumps
Rest 2 minutes
1,000 meter Run / Sandbag Lunges (100/70 lb)
Rest 2 minutes
1,000 meter Run / Wall Ball Shots (20/14 lb)
Time Cap: 60 minutes"
SPACE INVASION,"SPACE INVASION
PRVN Fitness Benchmark WOD
Four 3-minute AMRAPs in 15 minutes
AMRAP in 3 minutes:
5 Ring Muscle-Ups
8 Burpee Box Jumps (24/20 in)
5 Squat Snatches (165/115 lb)

Rest 1 minute after each 3-minute AMRAPs. Pick up where you left off each interval."
PAINSTORM XXXI,"PAINSTORM XXXI
Classic Benchmark WOD
AMRAP in 30 minutes
7 Deadlifts (185/135 lb)
7 Knees-to-Elbows
7 Burpees"
EL PASO STRONG,"EL PASO STRONG
CrossFit Exceptionally Made Memorial WOD
5 Rounds for Time
8 Burpees Over the Bar
3 Clean-and-Jerks (155/115 lb)
20 Wall Ball Shots (20/14 lb)
19 calorie Row"
TTTTD89,"TTTTD89
by Max El-Hag
AMRAP in 15 minutes
4 Handstand Push-Ups
6 Alternating Pistols
8 Burpees to Plate (3.5 in)
45 Double-Unders"
DELUZIO,"DELUZIO
Hero WOD
For Time
2 Rounds of:
3 Clean-and-Jerks (185/135 lb)
172 meter Row
86 Double-Unders
Rest 1 minute
Then, complete:
8 Devil Presses (50/35 lb)
22 Deadlifts (225/155 lb)
10 Sandbag Cleans (150/100 lb)"
FREESTYLE FRAN,"FREESTYLE FRAN
CrossFit Benchmark WOD
For Time
45 Thrusters (95/65 lb)
45 Pull-Ups"
DEADS AND CALS,"DEADS AND CALS
by David Scharff
for time
30 deadlifts @225/185
50 cal bike
30 deadlifts @245/205
50 cal row
30 deadlifts @265/225
50 cal ski"
WALSHY 142,"WALSHY 142
CrossFit Nitro Memorial WOD
For Time
71 Back Squats (40/30 kg)
Then, 3 Rounds of:
800 meter Weighted Run (10/7 kg)
20 Snatches (40/30 kg)
19 Kettlebell Swings (24/20 kg)
Finally, perform:
71 Back Squats (40/30 kg)"
BLACK MAMBA,"BLACK MAMBA
Memorial WOD for Kobe Bryant
5 Rounds for Time
8 Burpee to Target Touch (30 cm)
24 Box Jumps (70/60 cm)
41 No-Squat Wall Ball Shots (20/14 lb)
*Every 3 minutes on the minute, perform:
50 meter Sprint with Medicine Ball (20/14 lb)"
ICON 7,"ICON 7
by Chris Spealler
4 Rounds for Time
20/17 cal Row
15 meter Handstand Walk
10 Shoulder-to-Overheads (165/110 lb)"
LUCA,"LUCA
by Luke Downing
For Time
100 Wall Ball Shots (20/14 lb)
25 Burpees
100 Lunges
25 Burpees
100 Hand Release Push-Ups
25 Burpees
100 Air Squats
25 Burpees"
SNATCHOLOGIST,"SNATCHOLOGIST
by David Scharff
For time

50 box step ups
60 cal ski
70 Russian kettlebell swings
80 burpees
70 Russian kettlebell swings
60 cal ski
50 box step ups

Every minute (including the start) do 1 power snatch @ 70% of 1RM power snatch"
ALAMO SIEGE,"ALAMO SIEGE
Lonestar CrossFit Tribute WOD
With a Running Clock for Total Reps in 36 minutes
Buy-In:
1,000 meter Row
50/40 calorie Bike
800 meter Run
In the remaining time, AMRAP of:
21 Air Squats
18 Russian Kettlebell Swings (53/35 lb)
13 Thrusters (95/65 lb)
18 Burpees"
KARL JOSEPH,"KARL JOSEPH
555 Fitness Hero WOD
21-15-9 Reps for Time
Push Presses (135/95 lb)
30 Box Jumps (24/20 in)
Overhead Squats (135/95 lb)"
GETTING BIGGER WITH TEMPO TRAINING,"GETTING BIGGER WITH TEMPO TRAINING
Coach Creation WOD by Dan Bailey
10 Rounds
3 Tempo* Ring Dips
3 Tempo* Front Squats
3 Tempo* Curls

Immediately into:
6 Ring Dips
6 Front Squats
6 Curls

Rest 1 minute

*3 seconds concentric, 3 seconds eccentric"
MICHAEL LYNCH,"MICHAEL LYNCH
555 Fitness Hero WOD
For Time
400 meter Run
Then, 21-15-9 reps of:
Thrusters (65/35 lb)
Pull-Ups
400 meter Run
Then, 21-15-9 reps of:
Cleans (65/35 lb)
Ring Dips
400 meter Run
Then, 21-15-9 reps of:
Wall Ball Shots (20/14 lb)
Burpees"
TTTTD98,"TTTTD98
by Max El-Hag
AMRAP in 15 minutes
10 Overhead Squats (95/65 lb)
10 calorie Row
10 Box Jumps (24/20 in)"
ANTIPOLIS HOME WOD 68,"ANTIPOLIS HOME WOD 68
CrossFit Antipolis Home WOD
For Time
14-12-10-8-6-4-2 reps of:
Squat Snatches (50/35 lb)
Push Presses (50/35 lb)

Time Cap: 15 minutes"
BABBITT,"BABBITT
Ham Plan WOD
EMOM for 18 minutes
Minute 1: 2 Rope Climbs (15 ft)
Minute 2: 15 Deficit Push-Ups
Minute 3: 20 Box Jump Overs (24/20 in)

Repeat 6x"
DATING SAGE,"DATING SAGE
CrossFit Benchmark WOD
5 Rounds for Time
10 Snatches (95/65 lb)
15 Pull-Ups
20 Thrusters (75/55 lb)"
BRENT FIKOWSKI,"BRENT FIKOWSKI
Morning Chalk Up Workout of the Week
6 Rounds for Time
10 Strict Handstand Push-Ups
12 Deadlifts (155/105 lb)
14 calorie Row
Time Cap: 10 minutes"
PETER HERRERA,"PETER HERRERA
Aesthetic Freaks Hero WOD
AMRAP in 35 minutes
400 meter Run
9-8-7-6-5-4-3-2-1 Deadlifts (bodyweight)
200 ft Walking Lunges
8 Burpees over the Bar"
5. SNATCH ME IF YOU CAN,"5. SNATCH ME IF YOU CAN
by Lorna Murphy
For Time:

Buy in: 600m Run
+
4 Rounds;
7 Single Arm Swing
7 Single Arm Snatch to Reverse Lunge
7 OH Reverse Lunge
* Everything on the Right, Followed by everything on the left. Repeat x 4
+
Cash Out: 600m Run"
RATANA,"RATANA
Iceni Training Hero WOD
For Time
1,991 meter Row
Directly into, AMRAP in 29 minutes:
9 Dumbbell Thrusters (2x20/16 kg)
7 Mountain Climbers (each leg)
1 Deadlift (75% of 1 RM)
54 meter Run"
ZACH (CLOUSER),"ZACH (CLOUSER)
by Rick Ellis
For Time
1,800 meter Run

Then, 7 Rounds of:
7 Clean-and-Jerks (155/110 lb)
19 Wall Ball Shots (20/14 lb)"
ERUPTION,"ERUPTION
by Mark Nolan
Buy in
51 Calorie ECHO Bike
Then
3 Rounds of:
16 Box Jump @24/20
10 Power Cleans @135/95
06 Push Press @135/95
20 Back Squats @135/95
Then
Cash out
50 Calorie ECHO Bike"
SHANDY,"SHANDY
Coach Creation WOD
AMRAP in 7 minutes
7 Power Snatches (95/65 lb)
20 Alternating Forward Lunges"
BAR FIGHT,"BAR FIGHT
by Pat Sherwood
AMRAP in 20 minutes
2 mile Run
10 Clean-and-Jerks (225/155 lb)
10 Clean-and-Jerks (185/135 lb)
10 Clean-and-Jerks (155/105 lb)
Max Reps Clean-and-Jerks (135/95 lb)"
DAY 4,"DAY 4
by Pete Marjamaa
AMRAP in 30 minutes
100 foot Walking Lunges
25/20 Hand Release Push-Ups
100 foot Walking Lunges
25 Burpees"
2021,"2021
by Jk McLeod
5 Rounds of:
21 air squats
21 Russian KB swings 53/35
21 secs hollow body hold"
THE WALKING DEAD,"THE WALKING DEAD
Halloween WOD by @elijahezmuhammad
For Time
100 Double-Unders
10 Squat Snatches (115/85 lb)
80 Double-Unders
8 Squat Snatches (135/95 lb)
60 Double-Unders
6 Squat Snatches (155/105 lb)
40 Double-Unders
4 Squat Snatches (175/110 lb)
20 Double-Unders
2 Squat Snatches (195/115 lb)
In the remaining time, establish
1 rep max Snatch
Time Cap: 13 minutes"
MICHAEL LYONS,"MICHAEL LYONS
555 Fitness Hero WOD
5 Rounds for Time
3 Clean-and-Jerks (225/185 lb)
6 Handstand Push-Ups
9 Burpee Box Jumps (24/20 in)"
TIRADENTES,"TIRADENTES
CrossFit Porto Seguro Memorial WOD
AMRAP in 21 minutes
17 Overhead Squats (95/65 lb)
17 Pull-Ups
46 Alternating Lunges
92 Double-Unders

Every 5 minutes, complete:
Bar Over Burpees**

Buy-Out:
2 minute Dead Hang Hold
3 Burpees*

*Perform after every break from the Hang Hold."
MATTHEW SHEPARD,"MATTHEW SHEPARD
OutWOD Memorial WOD
10 Rounds for Time
12 Front Squats (135/95 lb)
9 Weighted Pull-Ups (35/25 lb)
8 Handstand Push-Ups"
OUTDOOR SESSION LA HUELLA AMIGO MED BALL,"OUTDOOR SESSION LA HUELLA AMIGO MED BALL
by Loli Sánchez Sanjorge
A. FOR QUALITY
100 MB Squat Clean*
*every 25 reps: 10 MB Pike Ups
B. 10 ROUNDS FOR TIME
10 WALL BALLS
10 MB SIT UPS
C. TABATA
MB Push Ups
Seated Leg Raises over the MB"
ST. PATTY'S DAY,"ST. PATTY'S DAY
Stars and Stripes CrossFit St. Patrick's Day WOD
AMRAP in 17 minutes
21 Wall Ball Shots (20/14 lb)
40 AbMat Sit-Ups
21 calorie Row
40 Double-Unders"
ROAD TO HELL,"ROAD TO HELL
Halloween WOD by @dellespeegle
With a Running Clock in 15 minutes
From 0:00-3:00, complete:
500 meter Row

In the remaining time, AMRAP of:
9 Dumbbell Thrusters (2x50/35 lb)
18 Chest-to-Bar Pull-Ups
9 Devil Presses (2x50/35 lb)"
FALLEN 13,"FALLEN 13
Street Parking Hero WOD
5 Rounds for Time
400 meter Burden Run (70/50 lb)
13 Atlas Lunges (70/50 lb)
35 Burpees

1 Atlas Lunge is Back Rack Left Reverse Lunge + Back Rack Right Reverse Lunge + Back Squat"
THE PROGRM MASH WEEK 06 2022,"THE PROGRM MASH WEEK 06 2022
by John Singleton
For Time:
300 DU
50 TTB / Sit-ups

Directly into:

Snatch ladder – For time:*
10 reps at 60/45kg
8 reps at 70/55kg
6 reps 80/60kg
4 reps 90/65kg
2 reps 100/70kg

5 minutes rest

For Time:
50m Overhead lunge 1x 22.5/15kg**
50 DB Box Step Ups 1x 22.5/15kg
50 sHSPU / Push-ups
50m Overhead lunge 1x 22.5/15kg

27 – 21 – 15 – 9 reps for time:
Thrusters 30/25kg
C2B / Pull-ups

*Choose between power or squat.

** Alternate between left/right arm as needed"
TTTTD71,"TTTTD71
by Max El-Hag
For Time
1-2-3-4-5-6-7-8-9-10 reps of:
Dumbbell Squats (2x50/35 lb)
Bar Facing Burpees

Then, in the remaining time, establish:
1 rep max Clean

Time Cap: 12 minutes"
MOVEMENT MONDAY WOD 23,"MOVEMENT MONDAY WOD 23
Wodstar Movement Monday WOD
For Total Reps
Minute 1:
20 Shoulder Taps
1 Burpee
Minute 2:
20 Shoulder Taps
2 Burpees
Continue with this pattern adding 1 Burpee every minute until the required number of Burpees cannot be completed."
(GYM)WOD #150,"(GYM)WOD #150
by Heather Black
7 Rounds
in 2 minutes, complete:
7 dumbbell snatch, each side
7 bent over row, each side
max reps dumbbell sumo burpees"
MATT CHAN,"MATT CHAN
Morning Chalk Up Workout of the Week
For Time
50-35-20 reps of:
Calorie Bike
Bench Presses (95/65 lb)

Time Cap: 15 minutes"
MOUNT ST. HELENS,"MOUNT ST. HELENS
Ham Plan WOD
For Time
5 Rounds of ""Cindy""
15 Power Cleans (185/125 lb)
4 Rounds of ""Cindy""
12 Power Cleans (185/125 lb)
3 Rounds of ""Cindy""
9 Power Cleans (185/125 lb)
2 Rounds of ""Cindy""

1 Round of ""Cindy"":
5 Pull-Ups
10 Push-Ups
15 Air Squats"
NASTY 12.1 (HOME WORKOUT),"NASTY 12.1 (HOME WORKOUT)
by Lucas B Ferreira
7 min AMRAP
5 burpees
10 jumping knee tuck"
BAD ASS ANGEL,"BAD ASS ANGEL
CrossFit Pineville Memorial WOD
For Time:
""Fly High 22""
AMRAP in 13 minutes:
22 calorie Row
22 Power Cleans (95/65 lb)
22 Wall Ball Shots (20/14 lb)
22 Toes-to-Bars
9 minutes Rest
Then, ""Amanda""
9-7-5 Reps of:
Ring Muscle-Ups
Squat Snatches (135/95 lb)"
NICKI,"NICKI
Hyrox Workout of the Week
For Time
15-10-5-10-15 calorie Ski
15-10-5-10-15 Burpees
400 meter Run"
HAM SESSION,"HAM SESSION
Ham Plan WOD
For Time
21-15-9-6-3 reps of:
Calorie Ski
Deadlifts (225/155 lb)"
FAUSTINO APOSTOL JR.,"FAUSTINO APOSTOL JR.
555 Fitness Hero WOD
2 Rounds for Time
5 Squat Cleans (155/115 lb)
25 Double-Unders
5 Shoulder-to-Overheads (155/115 lb)
25 Double-Unders
5 Thrusters (155/115 lb)
25 Double-Unders"
LINCHPIN TEST 9,"LINCHPIN TEST 9
by Pat Sherwood
5 Rounds for Time
50 foot Handstand Walk
5 Squat Cleans (225/155 lb)"
GEORGIE SPARKS,"GEORGIE SPARKS
CrossFit Cardiff Hero WOD
AMRAP in 20 minutes
27 Double-Unders
11 Pull-Ups
13 Power Cleans (50/35 kg)"
ONE ZONE HOME WOD 66,"ONE ZONE HOME WOD 66
CrossFit One Zone Home WOD
AMRAP in 30 minutes
800 meter Run
15 Air Squats
90 second Plank Hold"
MICHAEL CAWLEY,"MICHAEL CAWLEY
555 Fitness Hero WOD
For Time
50 Thrusters (45/35 lb)
40 Power Snatches (95/65 lb)
30 Back Squats (135/95 lb)
16 Cleans (155/105 lb)"
JOHN MCAVOY,"JOHN MCAVOY
555 Fitness Hero WOD
3 Rounds for Time
5 Muscle-Ups
7 Bear Complexes (155/105 lb)
50 Double-Unders"
DIZZY DIANE,"DIZZY DIANE
CrossFit Benchmark WOD
15-12-9 Reps for Time
Deadlifts (155/105 lb)
21 foot Handstand Walk
Handstand Push-Ups"
GANYMEDE,"GANYMEDE
Ham Plan WOD
AMRAP in 12 minutes
3 Handstand Push-Ups
6 Alternating Dumbbell Snatches (50/35 lb)

6 Handstand Push-Ups
6 Alternating Dumbbell Snatches (50/35 lb)

9 Handstand Push-Ups
12 Alternating Dumbbell Snatches (50/35 lb)

Continue with this pattern, adding 3 Handstand Push-Ups every round and doubling the Alternating Dumbbell Snatches every 3 rounds."
VALIANT,"VALIANT
by Luke Downing
E2MOM x 40 mins

Partner (YGIG)

8 Burpees
10 DB Alt Arm Snatch
12 KB Russian Swings
Max Cal Row"
ANGUS,"ANGUS
CrossFit Eleven Benchmark WOD
3 Rounds for Time
10 Thrusters (135/95 lb)
12 Pull-Ups
25 Burpees"
LIVING ROOM MASH 17,"LIVING ROOM MASH 17
Home WOD by WOD Roulette
5 Rounds in 19 minutes
1 minute Chair Dips
1 minute Alternating Pistols
1 minute Burpees
1 minute Rest"
JOHN COLLINS,"JOHN COLLINS
555 Fitness Hero WOD
For Time
25 Snatches (115/75 lb)
25 Wall Ball Shots (20/14 lb)
25 Shoulder-to-Overheads (115/75 lb)
25 Burpees
25 Front Squats (115/75 lb)
25 Toes-to-Bars"
HOMEBODY,"HOMEBODY
by Lisa Reither
AMRAP in 19 minutes
4 Wall Walks
14 Jumping Air Squats
24 Mountain Climbers (Right+Left = 1)
34 Jumping Jacks"
(GYM)WOD #115,"(GYM)WOD #115
by Heather Black
for time:
25 hang power snatch
50 overhead squats
25 hang power clean
50 front squats
every time you break, 20 sit ups
increase weight for cleans & front squats"
CREEPING DEATH,"CREEPING DEATH
Assault Fitness Benchmark WOD
For Time
100 Wall Ball Shots (20/14 lb)
75 Toes-to-Bars
75/50 calorie Assault Airbike
75 Double Dumbbell Shoulder-to-Overheads (2x50/35 lb)
100 foot Single-Arm Overhead Walking Lunges (65/50 lb)"
LIVING ROOM MASH 41,"LIVING ROOM MASH 41
Home WOD by WOD Roulette
For Time
Buy-In: 30 Burpees
Then, alternating between:
4-8-12-16-20-24-28-32-36-40 Shoulder Taps
20-18-16-14-12-10-8-6-4-2 Chair Dips"
VIJAY,"VIJAY
British Hero WOD
50-40-30-20-10 Reps for Time
Burpee Pull-Ups
Sit-Ups"
TURKEY HAM,"TURKEY HAM
Ham Plan WOD
EMOM for 20 minutes
Odd Minutes: 20/15 calorie Row
Even Minutes: Box Jump Overs (24/20 in)"
THE TRIP,"THE TRIP
by Palo Masaryk
For time do each of 4 rounds:
20m Heavy Carry
5 Back squats
20m Heavy Carry
*rest 2:00 between
*go HEAVY"
SPRINT MURPH,"SPRINT MURPH
2019 Fittest in Cape Town Sanctional WOD #8 (""FiCT Sanctional 19.8"")
For Time
800 meter Run
50 Chest-to-Bar Pull-Ups*
100/75 Push-Ups*
150 Air Squats*
800 meter Run
*All reps to be completed in unbroken sets of 25. Penalty for break is 200 meter Run."
LIVING ROOM MASH 23,"LIVING ROOM MASH 23
Home WOD by WOD Roulette
AMRAP in 15 minutes
3 Stand-Up Sit-Ups
3 Supermans
6 Stand-Up Sit-Ups
6 Supermans
Continue with this pattern, adding 3 repetitions to each movement every round."
KABUL 13,"KABUL 13
937 Strength and Conditioning Hero WOD
13 Rounds for Time
21 8-Count Body Builders*
21 Push-Ups
21 Sandbag Box Step-Ups (75/35 lb, 24/20 in)
21 4-Count Mountain Climbers

*1 Body Builder:
1: Hands on The Ground
2: Feet Jump Back To Push Up Plank
3: Chest On The Ground (Bottom Push Up Position)
4: Back To Plank Position (Top Push Up Position)
5. Wide Stance (Like A Jumping Jack)
6. Narrow Stance (Back To Plank Position)
7. Feet Jump Forward to Hands
8. Stand Tall"
FIGHT4LIFE,"FIGHT4LIFE
One Mile CrossFit Memorial WOD
4 Rounds for Time
20 Jerks (47/34 kg)
20 Air Squats
20 Hang Cleans (47/34 kg)
20 Inverted Burpees
20 Ring Dips
20 Overhead Barbell Lunges (47/34 kg)
Rest 4 minutes
Then, establish in 4 minutes:
1 rep max Snatch
Wear a Safety Mask through the workout."
ARIEL,"ARIEL
Hero WOD
For Time
Cash-In:
93 Box Step-Ups (24/20 in)
5 Handstand Push-Ups
4 Burpees
2 Bar Muscle-Ups
Then, 13 Rounds of:
25 Double-Unders
11 Pull-Ups
19 Hand Release Push-Ups
Cash-Out:
2 Bar Muscle-Ups
4 Burpees
5 Handstand Push-Ups
93 Box Step-Ups (24/20 in)"
MILE TRI CLUB,"MILE TRI CLUB
by Luke Downing
Partner
1 mile Ski
100 Burpees
1 mile Row
100 Burpees
1 mile Run
100 Burpees"
YTHO,"YTHO
by Phoenix Rising Strength & Fitness
For Time
1000m Row
18 Push Jerk (75/55)
9 Burpees over the Bar
15 Push Jerk
9 Burpees over the Bar
12 Push Jerk
9 Burpees over the Bar
1000m Row"
KIBOSH,"KIBOSH
by Phoenix Rising Strength & Fitness
10-9-8-7-6-5-4-3-2-1 Overhead Squat (95/65)
1-2-3-4-5-6-7-8-9-10 Kettlebell Swings (1.5/1)"
MORRIS,"MORRIS
Memorial WOD for Jacob Morris
For Time
Buy-In: 6 Legless Rope Climbs

Then, 1 Round of:
18 Bar Facing Burpees
323 Double-Unders
168 Wall Ball Shots (20/14 lb)
323 meter Row
18 Bar Facing Burpees

Buy-Out: 6 Legless Rope Climbs"
BECK SOLDO,"BECK SOLDO
PFC CrossFit Hero WOD
2 Rounds For Time
6 Squat Clean Thrusters (135/95 lb)
8 Man Makers (2x45/30 lb dumbbells)
14 Toes-to-Bar Pull-ups"
A WALK IN THE PARK?,"A WALK IN THE PARK?
by Lucas B Ferreira
Workout
20 min AMRAP
10 alternating dumbbell snatches (50/35)
10 dumbbell front squat (2x50/35)"
WESTON LEE,"WESTON LEE
Hero WOD
For Time
800 meter Burden Carry (100/80 lb)
29 Burpee Pull-Ups
4 Rope Climbs
29 Rings Dips
29 Burpee Box Jumps (30/24 in)
800 meter Burden Carry (100/80 lb)

If you have a weight vest, wear it."
MOREY,"MOREY
Memorial WOD for Brandon Morey
4 Rounds for Time
100 meter Jerry Can Carry (2x50 lb)
2 Deadlifts (235/160 lb)
16 Push-Ups
20 meter Tire Flips
16 Push-Ups
2 Deadlifts (235/160 lb)
100 meter Bear Crawl
Wear a Weight Vest (20/14 lb)"
TTTTD67,"TTTTD67
by Max El-Hag
For Time
30 Deadlifts (135/95 lb)
10 Handstand Push-Ups
20 Deadlifts (225/155 lb)
20 Handstand Push-Ups
10 Deadlifts (315/205 lb)
30 Handstand Push-Ups

9 Squat Cleans (225/155 lb)
50 foot Handstand Walk
7 Squat Cleans (225/155 lb)
50 foot Handstand Walk
5 Squat Cleans (225/155 lb)
50 foot Handstand Walk

Time Cap: 12 minutes"
FULL BODY #13,"FULL BODY #13
NCFit Full Body WOD #13
5 Rounds For Total Reps in 15 minutes
40 second Max Dumbbell Push Jerks (2x50/35 lb)
20 second Rest
40 second Max Double-Unders
20 second Rest
40 second Jumping Air Squats
20 second Rest"
JOSE GUADALUPE,"JOSE GUADALUPE
555 Fitness Hero WOD
For Time
54 Pull-Ups
54 Air Squats
54 Sit-Ups
54 Push-Ups"
THE RECKONING,"THE RECKONING
CrossFit Wenatchee Benchmark WOD
For Time
1 mile Run
100 Body Blasters*
1 mile Run
*One Body Blaster consists of a Burpee into a Pull-Up into a Knees-to-Elbows"
PAINSTORM VI,"PAINSTORM VI
Classic Benchmark WOD
3 Rounds for Time
400 meter Run
15 Deadlifts (Bodyweight)
15 Pull-Ups
400 meter Run
21 Kettlebell Swings (50/30 lb)
12 Handstand Push-Ups"
WORM,"WORM
by David Scharff
In teams of 3

amrap 15 min
10m run
6 worm ground to overhead (switch sides each rep)
10m run
6 pull ups
10m run
6 burpees over the worm
10m run
6 pistol squats"
SH!T SHOW 210725,"SH!T SHOW 210725
by Jamie Hagiya
For Time
1-2-3-4-5-6-7-8-9-10 Squat Cleans (185/125 lb)
1 Round of Cindy

1 Round of Cindy:
5 Pull-Ups
10 Push-Ups
15 Air Squats"
NICOLE UPSIDE DOWN,"NICOLE UPSIDE DOWN
by Brendan Walcoff
AMRAP in 20 minutes
Max Unbroken Shoulder Taps
400 meter Run"
TTTTD97,"TTTTD97
by Max El-Hag
AMRAP in 10 minutes
3 Wall Walks
1 Snatch (155/105 lb)
3 Wall Walks
2 Snatches (155/105 lb)
Continue with this pattern, adding 1 Snatch after every round."
PAINSTORM XXVIII,"PAINSTORM XXVIII
Classic Benchmark WOD
For Time
800 meter Run
50 Box Jumps (20 in)
10 Pull-Ups
40 Overhead Squats (95/65 lb)
10 Pull-Ups
30 Thrusters (95/65 lb)
10 Pull-Ups
20 Handstand Push-Ups
10 Pull-Ups
10 Muscle-Ups
10 Pull-Ups
400 meter Run
10 Pull-Ups
10 Muscle-Ups
10 Pull-Ups
20 Handstand Push-Ups
10 Pull-Ups
30 Thrusters (95/65 lb)
10 Pull-Ups
40 Overhead Squats (95/65 lb)
10 Pull-Ups
50 Box Jumps (20 in)
800 meter Run"
JOSEPH MALONEY,"JOSEPH MALONEY
555 Fitness Hero WOD
For Time
200 meter Run
40 Wall Ball Shots (20/14 lb)
30 Knees-to-Elbows
20 Squat Cleans (135/95 lb)
400 meter Run
30 Wall Ball Shots (20/14 lb)
20 Knees-to-Elbows
10 Squat Cleans (135/95 lb)
800 meter Run
20 Wall Ball Shots (20/14 lb)
10 Knees-to-Elbows
5 Squat Cleans (135/95 lb)"
ROBERT LANE,"ROBERT LANE
555 Fitness Hero WOD
For Time
50 Double-Unders
5 Power Cleans (135/95 lb)
40 Double-Unders
5 Shoulder-to-Overheads (155/105 lb)
30 Double-Unders
5 Squat Cleans (185/135 lb)
20 Double-Unders
5 Clean-and Jerks (225/155 lb)"
PAINSTORM XXXV,"PAINSTORM XXXV
Classic Benchmark WOD
Buy-In:
Max Unbroken Thrusters (75% BW)
Muscle-Ups*
Then, AMRAP in 30 minutes of:
250 meter Row
250 meter Run
Cash-Out:**
Thrusters** (75% BW)
Muscle-Ups*
*Perform the same number of reps as Thrusters.
**Same number of reps from the Buy-In."
230222,"230222
by WeightvestWOD
3 rounds for time:
25 sumo deadlift high pulls
30/24 cal. assault bike

*2min. rest between rounds"
MATIAS,"MATIAS
Moa CrossFit Memorial WOD
For Time
2 Rounds of:
25 Burpee Box Jump Overs (24/20 in)
7 Clean-and-Jerks (61/43 kg)
19 Handstand Push-Ups
94 Double-Unders
5 minute Rest
Then, 2 Rounds of:
28 Alternating Dumbbell Snatches (22.5/15 kg)
12 Squat Cleans (61/43 kg)
20 Toes-to-Bars
18 Wall Ball Shots (15/10 kg)"
